file containing parameters from fit: center_1, sigma_1, center_2, sigma_2
spatial size wide (mm)	5.084+/-0.018	0.202+/-0.018	5.074+/-0.016	0.172+/-0.016
spatial size narrow (mm)	3.402+/-0.012	0.213+/-0.012	3.333+/-0.013	0.187+/-0.013
temporal size wide (s)	5.849+/-0.021	0.290+/-0.021	5.851+/-0.029	0.352+/-0.029
temporal size narrow (s)	3.905+/-0.013	0.276+/-0.013	3.847+/-0.018	0.284+/-0.018
temporal distance wide (mm)	3.650+/-0.015	0.185+/-0.015	3.549+/-0.014	0.186+/-0.014
temporal distance narrow (mm)	5.598+/-0.019	0.274+/-0.019	5.574+/-0.019	0.282+/-0.019
period wide (s)	9.443+/-0.034	0.249+/-0.034	9.354+/-0.032	0.265+/-0.032
period narrow (s)	9.478+/-0.035	0.326+/-0.035	9.373+/-0.031	0.330+/-0.031
