1,519	2,476	0,000
1,519	2,471	0,010
1,523	2,476	0,021
1,519	2,471	0,031
1,519	2,461	0,043
1,514	2,446	0,053
1,519	2,437	0,066
1,519	2,437	0,087
1,519	2,456	0,107
1,519	2,363	0,130
1,519	2,749	0,151
1,514	2,974	0,173
1,514	2,954	0,195
1,514	3,184	0,217
1,519	3,218	0,238
1,523	3,198	0,261
1,519	3,184	0,282
1,514	3,149	0,304
1,514	3,164	0,326
1,519	3,179	0,348
1,514	3,193	0,369
1,519	3,188	0,392
1,514	3,164	0,413
1,514	3,164	0,435
1,514	3,193	0,457
1,519	2,788	0,479
1,523	2,446	0,500
1,519	2,456	0,523
1,509	2,393	0,544
1,514	2,339	0,566
1,523	2,451	0,588
1,523	2,471	0,610
1,523	2,456	0,631
1,528	2,432	0,654
1,406	2,427	0,675
1,201	2,451	0,697
1,069	2,471	0,719
1,011	2,466	0,741
1,040	2,441	0,762
1,064	2,427	0,784
1,064	2,437	0,806
1,069	2,451	0,828
1,074	2,466	0,849
1,074	2,407	0,872
1,064	2,378	0,893
1,069	2,817	0,915
1,069	2,998	0,937
1,069	3,018	0,959
1,074	3,232	0,980
1,064	3,184	1,003
1,064	3,164	1,026
1,069	3,188	1,048
1,069	3,188	1,072
1,060	3,154	1,094
1,069	3,184	1,117
1,074	3,218	1,140
1,069	2,793	1,163
1,064	2,422	1,186
1,069	2,476	1,209
1,069	2,422	1,231
1,064	2,344	1,255
1,074	2,451	1,277
1,074	2,466	1,300
1,069	2,427	1,324
1,069	2,437	1,346
1,069	2,441	1,369
1,069	2,456	1,392
1,055	2,324	1,415
1,025	2,593	1,437
1,016	2,969	1,461
1,172	2,949	1,483
1,353	3,130	1,506
1,519	3,228	1,529
1,523	3,193	1,552
1,514	3,105	1,574
1,519	2,598	1,598
1,519	2,437	1,620
1,509	2,446	1,643
1,514	2,349	1,667
1,519	2,446	1,689
1,514	2,441	1,712
1,514	2,427	1,735
1,523	2,461	1,758
1,523	2,461	1,780
1,514	2,422	1,804
1,514	2,441	1,826
1,523	2,471	1,849
1,484	2,446	1,872
1,250	2,427	1,895
1,069	2,461	1,918
1,011	2,461	1,941
1,050	2,427	1,964
1,069	2,451	1,987
1,074	2,476	2,010
1,069	2,446	2,032
