1,035	3,301	0,000
1,025	3,301	0,010
1,025	3,291	0,021
1,035	3,291	0,031
1,045	3,281	0,043
1,064	3,267	0,053
1,079	3,281	0,066
1,089	3,276	0,087
1,089	3,062	0,107
1,089	2,734	0,130
1,089	2,568	0,151
1,084	2,524	0,173
1,079	2,544	0,195
1,089	2,568	0,217
1,089	2,524	0,238
1,089	2,490	0,261
1,089	2,534	0,282
1,074	2,534	0,304
1,079	2,549	0,326
1,089	2,573	0,348
1,084	2,588	0,369
1,089	2,588	0,392
1,084	2,559	0,413
1,074	2,534	0,435
1,079	2,559	0,457
1,074	2,583	0,479
1,079	2,588	0,500
1,079	2,573	0,523
1,064	2,534	0,544
1,016	2,544	0,566
1,001	2,573	0,588
1,050	2,583	0,610
1,147	2,588	0,631
1,250	2,559	0,654
1,357	2,529	0,675
1,470	2,549	0,697
1,543	2,578	0,719
1,538	2,578	0,741
1,533	2,588	0,762
1,523	2,446	0,784
1,519	2,427	0,806
1,528	2,734	0,828
1,533	2,974	0,849
1,533	3,101	0,872
1,528	3,086	0,893
1,528	3,062	0,915
1,523	3,218	0,937
1,533	3,359	0,959
1,533	3,335	0,980
1,533	3,301	1,003
1,523	3,252	1,026
1,533	3,286	1,048
1,533	3,301	1,072
1,528	3,262	1,094
1,528	3,262	1,117
1,533	3,306	1,140
1,528	3,291	1,163
1,523	3,252	1,186
1,528	3,286	1,209
1,533	3,301	1,231
1,528	3,262	1,255
1,528	3,267	1,277
1,528	3,301	1,300
1,533	3,296	1,324
1,523	3,252	1,346
1,523	3,281	1,369
1,538	3,301	1,392
1,533	3,267	1,415
1,533	3,262	1,437
1,479	3,296	1,461
1,338	3,291	1,483
1,187	3,247	1,506
1,104	3,281	1,529
1,055	3,301	1,552
1,011	3,271	1,574
1,025	3,262	1,598
1,069	3,291	1,620
1,079	3,291	1,643
1,074	3,247	1,667
1,079	3,281	1,689
1,025	3,301	1,712
1,001	3,267	1,735
1,060	3,257	1,758
1,167	3,301	1,780
1,274	3,291	1,804
1,382	3,247	1,826
1,489	3,276	1,849
1,548	3,301	1,872
1,533	3,271	1,895
1,523	3,257	1,918
1,528	3,301	1,941
1,533	3,301	1,964
1,528	3,281	1,987
1,523	3,159	2,010
1,528	2,812	2,032
1,528	2,568	2,056
1,523	2,515	2,078
1,533	2,588	2,101
1,528	2,593	2,124
1,523	2,480	2,147
1,528	2,461	2,169
1,533	2,559	2,193
1,440	2,563	2,215
1,289	2,539	2,238
1,167	2,583	2,262
1,089	2,583	2,284
1,025	2,534	2,307
1,021	2,559	2,330
1,060	2,588	2,353
1,079	2,549	2,375
1,079	2,524	2,399
1,089	2,573	2,421
1,089	2,593	2,444
1,079	2,495	2,467
1,084	2,417	2,490
1,089	2,656	2,512
1,079	2,896	2,536
1,079	3,037	2,558
1,084	3,110	2,581
1,084	3,096	2,605
1,074	3,184	2,627
1,084	3,340	2,651
1,084	3,330	2,673
1,084	3,291	2,696
1,074	3,257	2,719
1,084	3,291	2,742
1,089	3,296	2,764
1,079	3,247	2,788
1,079	3,271	2,810
1,089	3,301	2,833
1,079	3,281	2,856
1,069	3,252	2,879
1,079	3,296	2,902
1,079	3,301	2,925
1,079	3,247	2,948
1,050	3,271	2,970
1,006	3,306	2,994
1,021	3,286	3,016
1,104	3,281	3,039
1,216	3,213	3,062
1,323	2,861	3,085
1,431	2,573	3,107
1,523	2,524	3,131
1,543	2,588	3,153
1,533	2,588	3,176
1,528	2,495	3,200
1,533	2,471	3,222
1,533	2,539	3,245
1,523	2,534	3,268
1,528	2,559	3,291
1,533	2,588	3,313
1,533	2,568	3,337
1,523	2,544	3,359
1,533	2,578	3,383
1,528	2,588	3,405
1,523	2,539	3,428
1,523	2,554	3,451
1,533	2,588	3,474
1,533	2,573	3,496
1,523	2,534	3,520
1,533	2,578	3,543
1,533	2,588	3,565
1,523	2,539	3,589
1,528	2,549	3,611
1,533	2,588	3,634
