3,086	1,768	0,000
3,086	1,772	0,020
3,096	1,782	0,041
3,105	1,787	0,062
3,125	1,792	0,082
3,140	1,797	0,104
3,120	1,797	0,124
3,091	1,792	0,146
3,076	1,792	0,166
3,071	1,777	0,188
3,091	1,768	0,208
3,120	1,772	0,230
3,149	1,782	0,250
3,164	1,787	0,272
3,213	1,826	0,295
3,228	1,772	0,320
3,247	1,709	0,345
3,237	1,699	0,370
3,252	1,797	0,395
3,237	1,787	0,420
3,252	1,846	0,445
3,237	1,846	0,470
3,252	1,880	0,495
3,237	1,870	0,520
3,247	1,948	0,544
3,237	1,938	0,570
3,252	1,973	0,594
3,237	1,938	0,620
3,247	1,968	0,645
3,237	1,943	0,669
3,247	1,973	0,695
3,232	1,943	0,719
3,237	1,968	0,744
3,208	1,938	0,770
3,164	1,968	0,794
3,125	1,938	0,820
3,115	1,968	0,844
3,086	1,938	0,869
3,086	1,968	0,894
3,086	1,909	0,919
3,105	1,860	0,944
3,105	1,831	0,969
3,105	1,885	0,994
3,096	1,836	1,019
3,105	1,855	1,045
3,096	1,812	1,071
3,105	1,792	1,097
3,105	1,797	1,123
3,096	1,792	1,149
3,110	1,807	1,175
3,091	1,772	1,201
3,105	1,787	1,227
3,096	1,777	1,253
3,101	1,772	1,280
3,105	1,797	1,305
3,096	1,772	1,331
3,101	1,792	1,357
3,096	1,782	1,383
3,096	1,772	1,409
3,110	1,797	1,435
3,096	1,768	1,461
3,105	1,792	1,487
3,105	1,792	1,513
3,101	1,772	1,539
3,105	1,797	1,565
3,096	1,772	1,591
3,110	1,797	1,617
3,101	1,787	1,643
3,096	1,782	1,669
3,105	1,797	1,695
3,096	1,768	1,721
3,110	1,792	1,747
3,105	1,787	1,773
3,101	1,782	1,799
3,105	1,797	1,825
3,101	1,777	1,851
3,105	1,797	1,878
3,101	1,782	1,903
3,101	1,782	1,929
3,105	1,797	1,955
3,096	1,772	1,981
3,110	1,797	2,007
3,096	1,782	2,033
3,105	1,782	2,059
3,105	1,792	2,085
3,096	1,772	2,111
3,110	1,797	2,137
3,120	1,772	2,163
3,120	1,787	2,189
3,096	1,792	2,215
3,066	1,777	2,241
3,091	1,821	2,267
3,120	1,748	2,293
3,149	1,680	2,319
3,188	1,758	2,345
3,218	1,782	2,371
3,247	1,831	2,397
3,237	1,851	2,423
3,247	1,865	2,449
3,247	1,895	2,475
3,237	1,919	2,501
3,247	1,968	2,527
3,232	1,948	2,553
3,247	1,958	2,579
3,242	1,963	2,605
3,242	1,948	2,631
3,247	1,978	2,657
3,237	1,948	2,683
3,242	1,963	2,709
3,247	1,968	2,735
3,232	1,938	2,761
3,242	1,968	2,787
3,232	1,943	2,813
3,213	1,958	2,839
3,159	1,948	2,865
3,120	1,865	2,891
3,120	1,855	2,917
3,086	1,865	2,944
3,096	1,855	2,969
3,105	1,851	2,995
3,105	1,812	3,021
3,110	1,802	3,047
3,101	1,782	3,073
3,101	1,812	3,099
3,101	1,792	3,125
3,096	1,772	3,151
