property,mean,mean std,sigma,sigma std
distance w [mm],5.345678689409108,0.011351441681440732,0.1852883509342791,0.011384052504718474
distance n [mm],5.4971163798312,0.012266301617404628,0.19014944434107517,0.012266202880814437
wavelength [mm],7.590035054087936,0.0074260439301579466,0.1448213507444267,0.0074261953094633655
size w [mm],2.243271745391196,0.003195357597204278,0.10227316091979577,0.0032354061072810453
size n [mm],2.0730449387972434,0.0038194406284855664,0.09938455042749306,0.0038194735859640935
meniscus size b [mm],0.06836945451312859,0.000258574361539829,0.018839196758963395,0.00025894231231143465
meniscus size f [mm],0.09557514528543869,0.0002522613886070395,0.02305272645021761,0.00025226230455956
velocity w [mm/s],3.4075138649455554,0.09380602603902996,1.9901565459515451,0.09831368111778159
velocity n [mm/s],3.374410648374583,0.08644846477927653,2.006185940654049,0.090797871522767
