property,mean,mean std,sigma,sigma std
distance w [mm],1.0596659413046607,0.0068655558372598385,0.2180996882637687,0.006865680564971667
distance n [mm],1.2549897433386958,0.00714547933715493,0.22575824328312066,0.007145273805720562
wavelength [mm],2.2533163557465494,0.008406032690255218,0.25276236432728694,0.008406164876425488
size w [mm],1.2074214418868396,0.009926324000511876,0.1848411232650231,0.0099260098263237
size n [mm],1.0099468460040104,0.008699539550782778,0.18771112828311431,0.008699450870082457
meniscus size b [mm],0.10287160283710424,0.0003892739629858253,0.03360539218745795,0.00038929494948715615
meniscus size f [mm],0.07384933336672196,0.0006720688084182647,0.02830979391504873,0.000672079268668952
velocity w [mm/s],0.31693895506534964,0.004018088718634673,0.17366560855697077,0.004019384048146268
velocity n [mm/s],0.3160977397502474,0.0036492176730956445,0.18161070129313117,0.0036510393015216254
